Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
136964:7	think	i'm kind of a summer vacationer	but i think i'm kind of a summer vacationer.		i	sw3628_s132_3	sw3628_s132_503
137008:19	think	they're unduly rough	and, uh, i don't think they're unduly rough,	negation	i	sw3633_s17_8	sw3633_s17_505
137064:67	think	--n401d11 could really take a grip on it like a bigger kid could	she's not that strong, that i would she's not that big of a girl that i think --n401d11 could really take a grip on it like a bigger kid could, you know.		i	sw3633_s55_22	sw3633_s55_525
137094:12	see	that there's a big problem with electronic things	well, do you see that there's a big problem with electronic things.	question	you	sw3633_s71_5	sw3633_s71_504
137146:5	think	these extended warranties are gimmicks, really	i think these extended warranties are gimmicks, really.		i	sw3633_s103_2	sw3633_s103_503
137384:5	think	it's called --n402cb3 a job	i think it's called --n402cb3 a job,		i	sw3636_s111_2	sw3636_s111_503
137591:23	think	--n402c12	they've won, like, i think --n402c12 six or seven in a row now,		i	sw3638_s86_8	sw3638_s86_509
137765:27	think	they call it	it's kind of a traction control, i think they call it.		i	sw3639_s57_10	sw3639_s57_509
137770:5	think	that's already on most of them	i think that's already on most of them,		i	sw3639_s60_2	sw3639_s60_503
137827:16	think	--n40278e	and the moon roof i think --n40278e is also an option.		i	sw3639_s92_6	sw3639_s92_506
137926:10	think	they're, they're having a lot of trouble right now	well, i think they're, they're having a lot of trouble right now.		i	sw3646_s3_4	sw3646_s3_504
137927:5	know	my son goes to a private school	i know my son goes to a private school,		i	sw3646_s4_2	sw3646_s4_503
137928:14	think	they're, big city public schools by definition are having a, a tough time right now just from, uh, probably from budget cuts and, and everything else going on	but, uh, i think they're, big city public schools by definition are having a, a tough time right now just from, uh, probably from budget cuts and, and everything else going on.		i	sw3646_s5_6	sw3646_s5_504
137987:15	think	that was going --n40172d get it	and i just didn't think that was going --n40172d get it.	negation	i	sw3646_s39_6	sw3646_s39_505
137988:5	thought	he needed --n4017de to be exposed --n4017f1 to a situation where he could push ahead, uh, every day. but yet still be with his peers age wise --n401854	i thought he needed --n4017de to be exposed --n4017f1 to a situation where he could push ahead, uh, every day. but yet still be with his peers age wise --n401854.		i	sw3646_s40_2	sw3646_s40_503
137997:20	think	i've noticed --n401a32	uh, one thing i think i've noticed --n401a32 is, uh,		i	sw3646_s44_7	sw3646_s44_509
138036:91	think	that's wrong	and, uh, the things they can say and do --n402435 to a teacher and they do from what i understand --n402464, uh, i think that's wrong.		i	sw3646_s66_33	sw3646_s66_530
138037:5	think	we need --n4025f1 to get back to the, show some respect	i think we need --n4025f1 to get back to the, show some respect		i	sw3646_s67_2	sw3646_s67_503
138043:29	think	have, had that basic upbringing in a lot of cases	have not, uh, i don't think have, had that basic upbringing in a lot of cases	negation	i	sw3646_s72_11	sw3646_s72_509
138055:16	think	that that's happened --n402c35	well, how do you think that that's happened --n402c35.	question	you	sw3646_s77_6	sw3646_s77_506
138056:5	think	our society's just, uh, stopped --n402cde talking out	you think our society's just, uh, stopped --n402cde talking out,		you	sw3646_s78_2	sw3646_s78_503
138070:26	think	it goes back to a commitment by the parents --n403358 to, to teach, uh, basic values and basic, uh, respectful of, uh, --ness of authority	but, but still, i think it goes back to a commitment by the parents --n403358 to, to teach, uh, basic values and basic, uh, respectful of, uh, --ness of authority.		i	sw3646_s87_10	sw3646_s87_508
138074:15	think	that this doesn't always get emphasized --n4035a7 anymore, uh	and i just don't think that this doesn't always get emphasized --n4035a7 anymore, uh,	negation	i	sw3646_s89_6	sw3646_s89_505
138110:7	think	that maybe that's effected it to some degree	so i think that maybe that's effected it to some degree.		i	sw3646_s111_3	sw3646_s111_503
138115:5	think	that probably does have, have something --n404133 to do with it	i think that probably does have, have something --n404133 to do with it,		i	sw3646_s115_2	sw3646_s115_503
138172:28	think	that, uh, i enjoy --n401315 doing that	but also i, i sometimes think that, uh, i enjoy --n401315 doing that		i	sw3651_s29_10	sw3651_s29_510
138175:7	think	you would be able --n4015a9 to do some more if you had more tools and different tools	do you think you would be able --n4015a9 to do some more if you had more tools and different tools.	question	you	sw3651_s32_3	sw3651_s32_503
138297:7	think	the, the main thing is, like you say, it's a, it's a good out	and i think the, the main thing is, like you say, it's a, it's a good out.		i	sw3651_s105_3	sw3651_s105_503
138342:10	think	that i would, uh	i don't think that i would, uh,	negation	i	sw3655_s22_4	sw3655_s22_504
138351:10	think	the ratio of kids to teacher is really important	uh, i think the ratio of kids to teacher is really important.		i	sw3655_s28_4	sw3655_s28_504
138360:10	think	they had a, they had two teachers	well, i think they had a, they had two teachers		i	sw3655_s33_4	sw3655_s33_504
138361:7	think	there were twenty kids	and i think there were twenty kids,		i	sw3655_s34_3	sw3655_s34_503
138435:5	think	it --n402518 would be hard to take them to people you don't know --n402557	i think it --n402518 would be hard to take them to people you don't know --n402557.		i	sw3655_s76_2	sw3655_s76_503
138437:7	think	it --n40269f's hard to take kids to somebody you don't know --n4026da and, or unless you have awfully good references. reliable, uh, people	but i think it --n40269f's hard to take kids to somebody you don't know --n4026da and, or unless you have awfully good references. reliable, uh, people,		i	sw3655_s78_3	sw3655_s78_503
138445:10	think	it --n402a00's hard to leave them	well, i think it --n402a00's hard to leave them,		i	sw3655_s83_4	sw3655_s83_504
138450:35	know	that they'll play with whoever --n402bcf's there	you don't even really have any real worries, because you know that they'll play with whoever --n402bcf's there		you	sw3655_s87_13	sw3655_s87_511
138458:34	think	--n402d92	it, it --n402d77 is, i think --n402d92, just hard to leave them because nobody will give them the kind of care their own families will --n402df1.		i	sw3655_s92_11	sw3655_s92_514
138467:5	think	it's	i think it's,		i	sw3655_s98_2	sw3655_s98_503
138469:33	think	it --n4033ea's harder to stay home in some regards	then, then on the other hand i think it --n4033ea's harder to stay home in some regards.		i	sw3655_s100_12	sw3655_s100_511
138501:12	think	for taking kids to a, probably people that --n403bfb take them to, uh, preschools and day-cares full time, oh, they would, i don't know, probably just feel a different	but, i think for taking kids to a, probably people that --n403bfb take them to, uh, preschools and day-cares full time, oh, they would, i don't know, probably just feel a different,		i	sw3655_s120_5	sw3655_s120_504
138520:15	think	universal health insurance, like national health, like what canada has --n40010e	uh, well, i think universal health insurance, like national health, like what canada has --n40010e,		i	sw3658_s6_6	sw3658_s6_505
138521:37	thinking	the subject is about --n4001ff	is that what you're, you're thinking the subject is about --n4001ff.	question	you	sw3658_s7_12	sw3658_s7_515
138530:5	think	that's what the subject is about --n4003c1	i think that's what the subject is about --n4003c1.		i	sw3658_s11_2	sw3658_s11_503
138542:5	think	it's a trend that --n40091f's, that --n400932's, that --n400949's, uh, probably may go nationwide eventually	i think it's a trend that --n40091f's, that --n400932's, that --n400949's, uh, probably may go nationwide eventually because i think national health is something that we all need --n4009a8.		i	sw3658_s18_2	sw3658_s18_503
138542:106	think	national health is something that we all need --n4009a8	i think it's a trend that --n40091f's, that --n400932's, that --n400949's, uh, probably may go nationwide eventually because i think national health is something that we all need --n4009a8.		i	sw3658_s18_35	sw3658_s18_542
138551:79	think	that everyone has a right to health care	so we live in a society --n400e0e, though, where everyone if you ask them on polls, will, uh, say that they think that everyone has a right to health care --n400e85.	conditional	they	sw3658_s24_27	sw3658_s24_527
138555:17	think	we've ever quite decided who --n40102f's really supposed --n401042 to pay for it	and yet, i don't think we've ever quite decided who --n40102f's really supposed --n401042 to pay for it.	negation	i	sw3658_s26_7	sw3658_s26_505
138566:10	think	you, uh	i don't think you, uh,	negation	i	sw3658_s32_4	sw3658_s32_504
138642:17	believe	that all children have a right to immunization, glasses, hearing aids, basic health benefits	but, uh, i strongly believe that all children have a right to immunization, glasses, hearing aids, basic health benefits.		i	sw3658_s75_7	sw3658_s75_505
138685:10	think	it's a real good concept	uh, i think it's a real good concept.		i	sw3660_s4_4	sw3660_s4_504
138740:5	know	we did in the military	i know we did in the military,		i	sw3660_s40_2	sw3660_s40_503
138764:10	think	the big problem, though, is, is they send these off to large labs	but mumblex i think the big problem, though, is, is they send these off to large labs		i	sw3660_s55_4	sw3660_s55_504
138874:7	thought	i	and i thought i,		i	sw3660_s128_3	sw3660_s128_503
138929:13	know	that, uh, last year there was some ice storms while i was out of the state	so here, i know that, uh, last year there was some ice storms while i was out of the state		i	sw3663_s17_5	sw3663_s17_505
138930:20	see	there haven't been any this year	and i'm glad --n40080f to see there haven't been any this year.		--n40080f	sw3663_s18_7	sw3663_s18_508
139129:20	thought	the fall was really nice	i, i thought the fall was really nice.		i	sw3663_s130_7	sw3663_s130_508
139186:15	think	we could have executed the war and gotten it over a whole lot quicker	however, uh, i think we could have executed the war and gotten it over a whole lot quicker.		i	sw3680_s7_6	sw3680_s7_505
139188:7	think	that if we'd let the generals run the war like we let the generals run world war two we'd had got it over a whole lot quicker and lost a lot fewer people	and i think that if we'd let the generals run the war like we let the generals run world war two we'd had got it over a whole lot quicker and lost a lot fewer people.		i	sw3680_s9_3	sw3680_s9_503
139216:77	thought	she was a wonderful person	you know, before she, before jane fonda did, did what she did --n4016de, i thought she was a wonderful person,		i	sw3680_s29_25	sw3680_s29_529
139227:5	think	we could have made a different agreement --n401d9c back in for-, the for-, the late forties era that --n401ddf would have kept mumblex of there	i think we could have made a different agreement --n401d9c back in for-, the for-, the late forties era that --n401ddf would have kept mumblex of there.		i	sw3680_s38_2	sw3680_s38_503
139232:40	realize	that we'd signed some type of deal like that	uh, you know, i, i didn't realize that we'd signed some type of deal like that.	negation	i	sw3680_s40_14	sw3680_s40_514
139233:5	thought	we came in as first advisors to the french, and then they decided --n4020f2 to pull out	i thought we came in as first advisors to the french, and then they decided --n4020f2 to pull out		i	sw3680_s41_2	sw3680_s41_503
139256:12	think	everybody knows the whole situation	and i don't think everybody knows the whole situation.	negation	i	sw3680_s57_5	sw3680_s57_504
139264:17	thought	that they had, uh, colonies there, or something	i had thought that they had, uh, colonies there, or something.		i	sw3680_s64_6	sw3680_s64_507
139558:5	think	it was three quarters cup rice to two cups water, two cups, um, broth	i think it was three quarters cup rice to two cups water, two cups, um, broth.		i	sw3682_s153_2	sw3682_s153_503
139579:5	think	it was an hour	i think it was an hour.		i	sw3682_s166_2	sw3682_s166_503
139585:9	think	it's about an hour	but, i think it's about an hour.		i	sw3682_s170_4	sw3682_s170_503
139639:17	thinks	it's wonderful	and i mean, she thinks it's wonderful,		she	sw3682_s199_6	sw3682_s199_507
139682:82	think	--n40095b	we've got, some children who --n4008fd would just really, uh, enjoy --n400920 having an animal, you know, a dog, i think --n40095b		i	sw3688_s22_28	sw3688_s22_528
140668:69	think	--n40048f	uh, you, you're, you're in the roughest stages of pet ownership, i think --n40048f.		i	sw3707_s12_25	sw3707_s12_524
140769:7	knows	we're there	and she knows we're there, by smell.		she	sw3707_s75_3	sw3707_s75_503
140792:14	think	we're buying a carpet shampooer this weekend	but, uh, i think we're buying a carpet shampooer this weekend.		i	sw3707_s87_6	sw3707_s87_504
140843:19	think	it calmed her down a little bit	but it, i think it calmed her down a little bit,		i	sw3707_s118_7	sw3707_s118_507
140848:5	think	it was like a six week program	i think it was like a six week program.		i	sw3707_s121_2	sw3707_s121_503
140852:10	think	it was one night a week for like six weeks	uh, i think it was one night a week for like six weeks,		i	sw3707_s123_4	sw3707_s123_504
140906:23	think	--n4009ea	we really don't watch, i think --n4009ea, as much t v as a lot of people.		i	sw3720_s24_8	sw3720_s24_509
140966:79	think	--n401cc2	you have --n401c60 to be a very unselfish person --n401c7f to, to spend a lot of time with your kids, i think --n401cc2.		i	sw3720_s62_27	sw3720_s62_527
141022:20	think	a lot of people, a lot of people s-, set their kids in front of the t v and h b o and rent movies and, and, kind of leave them to their own means	i, i think a lot of people, a lot of people s-, set their kids in front of the t v and h b o and rent movies and, and, kind of leave them to their own means.		i	sw3720_s96_7	sw3720_s96_508
141038:19	think	different parts of the country	but, um, um, i think different parts of the country,		i	sw3720_s104_8	sw3720_s104_505
141039:5	think	in plano and maybe this area in texas, there's a lot of community activities that parents could join in --n40352a with their kids	i think in plano and maybe this area in texas, there's a lot of community activities that parents could join in --n40352a with their kids.		i	sw3720_s105_2	sw3720_s105_503
141091:10	think	it's a big, it's a big, um, responsibility	well, i think it's a big, it's a big, um, responsibility.		i	sw3720_s135_4	sw3720_s135_504
141331:66	knew	you were related to --n404329. let alone	and, uh, still, you wind up --n4042e6 meeting people you, uh, you never knew you were related to --n404329. let alone		you	sw3725_s141_23	sw3725_s141_523
141337:10	think	that is probably why our is probably so interesting --n4044d2 is cause we don't have them that often	well, i think that is probably why our is probably so interesting --n4044d2 is cause we don't have them that often		i	sw3725_s144_4	sw3725_s144_504
141641:10	think	i get most of my current events	um, i think i get most of my current events,		i	sw3728_s12_4	sw3728_s12_504
141954:7	think	it is cause i don't get as tired	and i think it is cause i don't get as tired.		i	sw3746_s25_3	sw3746_s25_503
141956:5	think	that might be true	i think that might be true.		i	sw3746_s26_2	sw3746_s26_503
141978:14	think	a cart damages the turf	and, i don't think a cart damages the turf.	negation	i	sw3746_s38_6	sw3746_s38_504
142058:32	think	i have ever really taken golf lessons --n402c37	but, uh, that is the only time i think i have ever really taken golf lessons --n402c37		i	sw3746_s90_12	sw3746_s90_511
142105:5	thought	even with all the cold weather weather we have had --n40393a they have been blooming just fine	we thought even with all the cold weather weather we have had --n40393a they have been blooming just fine.		we	sw3746_s117_2	sw3746_s117_503
142110:28	think	--n403b10	that is when she did --n403af9, i think --n403b10.		i	sw3746_s120_9	sw3746_s120_512
142113:5	think	it was november	i think it was november		i	sw3746_s122_2	sw3746_s122_503
142466:5	think	i am going --n400fff to do it this spring actually	i think i am going --n400fff to do it this spring actually.		i	sw3756_s42_2	sw3756_s42_503
142480:12	thinking	i am going --n40141d to change it to, uh, something	so, i am thinking i am going --n40141d to change it to, uh, something, you know,		i	sw3756_s50_5	sw3756_s50_504
142485:5	think	i am going --n4015bc to put something like a brown on it, on the outside. and maybe, a little deeper brown --n401613 in the entry way or something so it will stand out a little	i think i am going --n4015bc to put something like a brown on it, on the outside. and maybe, a little deeper brown --n401613 in the entry way or something so it will stand out a little.		i	sw3756_s53_2	sw3756_s53_503
142569:7	think	he charged me a hundred dollars --n402b81 to finish up	and i think he charged me a hundred dollars --n402b81 to finish up.		i	sw3756_s103_3	sw3756_s103_503
142592:10	think	that is what we might have --n403025 to do --n403034 with this chimney	oh, i think that is what we might have --n403025 to do --n403034 with this chimney,		i	sw3756_s115_4	sw3756_s115_504
142648:26	noticed	his receipt was like thirteen ninety-nine or something	and when he got outside --n403ecd, he noticed his receipt was like thirteen ninety-nine or something.		he	sw3756_s144_9	sw3756_s144_510
142668:5	think	we are going --n4042c5 to do, uh, another bathroom	i think we are going --n4042c5 to do, uh, another bathroom,		i	sw3756_s155_2	sw3756_s155_503
142669:7	think	i will probably just do it, in a roller	but i think i will probably just do it, in a roller.		i	sw3756_s156_3	sw3756_s156_503
142698:5	think	it's a little bit late in the season for them to assign us	i think it's a little bit late in the season for them to assign us		i	sw3763_s12_2	sw3763_s12_503
142699:11	think	they're headed --n400644	where do you think they're headed --n400644,	question	you	sw3763_s13_4	sw3763_s13_505
142709:10	think	that, uh, you know, with, uh, so much controversy over ruben sierra not signing and asking us for so much money, it's, um, you know	well, i think that, uh, you know, with, uh, so much controversy over ruben sierra not signing and asking us for so much money, it's, um, you know,		i	sw3763_s18_4	sw3763_s18_504
142729:5	think	the entire baseball	i think the entire baseball,		i	sw3763_s30_2	sw3763_s30_503
142736:7	think	this is absolutely ridiculous	and i think this is absolutely ridiculous.		i	sw3763_s35_3	sw3763_s35_503
142744:5	think	they should, uh, uh, pay him what his salary is going --n4014b0 to be --n4014bf, uh, and let him	i think they should, uh, uh, pay him what his salary is going --n4014b0 to be --n4014bf, uh, and let him,		i	sw3763_s40_2	sw3763_s40_503
142772:5	think	it was like a five year deal with, uh pittsburgh	i think it was like a five year deal with, uh pittsburgh.		i	sw3763_s58_2	sw3763_s58_503
142800:7	think	that's a, a great addition	and i think that's a, a great addition.		i	sw3763_s72_3	sw3763_s72_503
142828:7	think	you're probably right, that they, that they need some, you know, some changes in, uh, pitching coach, maybe	and i think you're probably right, that they, that they need some, you know, some changes in, uh, pitching coach, maybe		i	sw3763_s88_3	sw3763_s88_503
142831:27	think	bobby valentine is, um, uh, doing all right	well, i'm just gullible enough that i think bobby valentine is, um, uh, doing all right		i	sw3763_s90_10	sw3763_s90_509
142856:7	think	with their new stadium, they should go and let	but i think with their new stadium, they should go and let,		i	sw3763_s105_3	sw3763_s105_503
143048:5	think	tennessee has been the furthest east i've been --n40292d	i think tennessee has been the furthest east i've been --n40292d.		i	sw3768_s110_2	sw3768_s110_503
143161:18	thought	it --n4043a9 would be neat to go on a safari over there	um, but i've always thought it --n4043a9 would be neat to go on a safari over there.		i	sw3768_s174_7	sw3768_s174_506
143323:7	think	they're going --n401f23 to be, uh, with us forever	and i think they're going --n401f23 to be, uh, with us forever.		i	sw3773_s73_3	sw3773_s73_503
143351:15	think	it's possible unless you, you know, multimillionaire, something like that	oh, i don't think it's possible unless you, you know, multimillionaire, something like that.	negation	i	sw3773_s86_6	sw3773_s86_505
143374:7	think	the thing's out there	but i think the thing's out there,		i	sw3773_s100_3	sw3773_s100_503
143399:5	think	once we get into a place, it will be just fine	i think once we get into a place, it will be just fine,		i	sw3773_s112_2	sw3773_s112_503
143479:35	thought	things would be lower	and then, uh, --n404ae8 to come down here, we thought things would be lower,		we	sw3773_s148_13	sw3773_s148_511
143535:64	think	we did that in utah	well you can, you can tell me a little bit more about it because i don't think we did that in utah.	negation	i	sw3776_s27_22	sw3776_s27_522
143547:10	think	that the combination of, uh, technology and techniques like that together with marketplace forces will bring about a revolution in the way we learn --n4013fd	uh, i think that the combination of, uh, technology and techniques like that together with marketplace forces will bring about a revolution in the way we learn --n4013fd.		i	sw3776_s34_4	sw3776_s34_504
143548:10	think	there is a direct threat to vested interest in the public school system, uh, that --n401589 will stand in the way of that progress being a little faster	uh, i think there is a direct threat to vested interest in the public school system, uh, that --n401589 will stand in the way of that progress being a little faster.		i	sw3776_s35_4	sw3776_s35_504
143556:14	think	certain techniques and technologies will influence all of that as well as research, uh, uh, of the sort that people like me do --n401cef looking at theories of behavior and how they can be used --n401d26 --n401d2d to improve performance, particularly, uh, accelerate the, the pace of learning --n401d70	and, uh, i think certain techniques and technologies will influence all of that as well as research, uh, uh, of the sort that people like me do --n401cef looking at theories of behavior and how they can be used --n401d26 --n401d2d to improve performance, particularly, uh, accelerate the, the pace of learning --n401d70.		i	sw3776_s41_6	sw3776_s41_504
143562:19	think	that the future is pretty bright	uh, uh, but, i think that the future is pretty bright because people recognize that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior --n402215,		i	sw3776_s45_8	sw3776_s45_505
143562:46	recognize	that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior --n402215	uh, uh, but, i think that the future is pretty bright because people recognize that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior --n402215,		people	sw3776_s45_17	sw3776_s45_514
143570:43	think	it's, it's a matter of, of, uh, talented people --n4025d4 to do it, a-, both as, quote, unquote students and as teachers	i, i don't, i don't think it's, it's a matter of, of, uh, talented people --n4025d4 to do it, a-, both as, quote, unquote students and as teachers,		i	sw3776_s51_16	sw3776_s51_516
143598:32	think	that problem would be very severe --n40341f	well, utah's a place where you wouldn't think that problem would be very severe --n40341f.	negation	you	sw3776_s69_11	sw3776_s69_512
143607:79	thought	--n40378b	i mean, like you said, how they were, the schools are doing more things for the kids, they thought --n40378b, than they were thirty years ago --n4037b2.		they	sw3776_s75_26	sw3776_s75_529
143648:10	think	they're handy	uh, i think they're handy.		i	sw3781_s18_4	sw3781_s18_504
143722:7	know	some people can get, get, you know, carried --n4017c0 away with them and let them get out of hand	but i know some people can get, get, you know, carried --n4017c0 away with them and let them get out of hand.		i	sw3781_s57_3	sw3781_s57_503
143727:49	know	that the bill's going --n401ada to come --n401ae9	i try --n401a8b to keep all my receipts and keep them in someplace where i know that the bill's going --n401ada to come --n401ae9,		i	sw3781_s60_16	sw3781_s60_519
143735:32	know	it was going --n401d34 to be that high	and i'll think, oh, no i didn't know it was going --n401d34 to be that high.	negation	i	sw3781_s63_12	sw3781_s63_510
143752:5	seems	that some of them have gotten higher	it seems that some of them have gotten higher		it	sw3781_s70_2	sw3781_s70_503
143772:7	think	it's eighteen percent or something	and i think it's eighteen percent or something		i	sw3781_s78_3	sw3781_s78_503
143778:8	think	i want --n402796 to find something that --n4027ad has a lower rate	so, think i want --n402796 to find something that --n4027ad has a lower rate.			sw3781_s80_4	sw3781_s80_503
143796:10	think	sears originally put it out	uh, i think sears originally put it out,		i	sw3781_s89_4	sw3781_s89_504
143827:7	think	the service charge is pretty low	and i think the service charge is pretty low, too,		i	sw3781_s106_3	sw3781_s106_503
143868:5	think	it --n403b8f's best to keep the number --n403bb2 down that you have --n403bc9	i think it --n403b8f's best to keep the number --n403bb2 down that you have --n403bc9.		i	sw3781_s123_2	sw3781_s123_503
143889:15	admit	that's one of my favorite places to shop --n403ff6	i have --n403fb7 to admit that's one of my favorite places to shop --n403ff6.		--n403fb7	sw3781_s131_5	sw3781_s131_507
143919:10	think	i do either	i don't think i do either	negation	i	sw3781_s142_4	sw3781_s142_504
143956:34	think	it should be mandatory upon a third conviction felony	my own feelings about, uh, capital punishment is i think it should be mandatory upon a third conviction felony.		i	sw3784_s4_13	sw3784_s4_511
143963:10	think	, you know, i'm, i'm in that same	well, i think, you know, i'm, i'm in that same,		i	sw3784_s8_4	sw3784_s8_504
143964:5	think	if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody, i, you know, i, i feel the same way	i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody, i, you know, i, i feel the same way,		i	sw3784_s9_2	sw3784_s9_503
143971:31	believe	that no one is beyond reclamation	well, i, i also firmly believe that no one is beyond reclamation.		i	sw3784_s13_11	sw3784_s13_511
143975:12	know	that some people, almost all people usually die before that point	but, i do know that some people, almost all people usually die before that point.		i	sw3784_s15_5	sw3784_s15_504
143984:5	think	it should be applied --n400fd3, d-, on a little bit more fair manner	i think it should be applied --n400fd3, d-, on a little bit more fair manner.		i	sw3784_s20_2	sw3784_s20_503
144040:21	think	that, uh, ten years on death row is cruel and unusual punishment	as far as capital punishment, i think that, uh, ten years on death row is cruel and unusual punishment.		i	sw3784_s52_8	sw3784_s52_507
144041:5	think	the guy should have ninety days	i think the guy should have ninety days		i	sw3784_s53_2	sw3784_s53_503
144126:31	think	the bulls were ahead when i, uh, when i left --n400253	uh, in fact i, i think the bulls were ahead when i, uh, when i left --n400253.		i	sw3796_s5_11	sw3796_s5_511
144136:17	think	--n40060e they were, uh, looked, they looked like they were closing it out	and at the end, i think --n40060e they were, uh, looked, they looked like they were closing it out		i	sw3796_s12_7	sw3796_s12_505
144143:14	think	the bulls won by two	and, uh, i think the bulls won by two.		i	sw3796_s16_6	sw3796_s16_504
144147:5	think	they do	i think they do, as a matter of fact.		i	sw3796_s18_2	sw3796_s18_503
144161:5	think	by, uh, by relieving some of the pressure off of, uh, of, uh, uh	i think by, uh, by relieving some of the pressure off of, uh, of, uh, uh,		i	sw3796_s27_2	sw3796_s27_503
144171:7	think	they look like, uh, they'll repeat	and i think they look like, uh, they'll repeat, although, uh, here in the bay area people are real impressed with what don nelson's done --n4013ac with the warriors.		i	sw3796_s34_3	sw3796_s34_503
144206:14	think	that will be real interesting to see what they can do --n4020f0	and, uh, i think that will be real interesting to see what they can do --n4020f0.		i	sw3796_s59_6	sw3796_s59_504
144216:10	think	boston's in first	uh, i think boston's in first.		i	sw3796_s66_4	sw3796_s66_504
144229:58	think	they're going for an all time record of how many l-, you know, losses in a row they can, they c-, they can, uh, pull --n4029ba out	and, uh, you know, they're going, i, i think they're going for an all time record of how many l-, you know, losses in a row they can, they c-, they can, uh, pull --n4029ba out.		i	sw3796_s75_20	sw3796_s75_520
144276:8	thinking	maybe david robinson made a bit of a difference with kids and that sort of thing	i was thinking maybe david robinson made a bit of a difference with kids and that sort of thing.		i	sw3796_s103_3	sw3796_s103_504
144295:10	think	the way it	i think the way it, uh, i think that's the way it works now in basketball --n404162.		i	sw3796_s114_3	sw3796_s114_506
144295:42	think	that's the way it works now in basketball --n404162	i think the way it, uh, i think that's the way it works now in basketball --n404162.		i	sw3796_s114_14	sw3796_s114_518
144315:10	think	you're right	well, i think you're right		i	sw3796_s126_4	sw3796_s126_504
144316:7	think	isaiah thomas would fit in detroit	and i think isaiah thomas would fit in detroit		i	sw3796_s127_3	sw3796_s127_503
144317:7	think	those things do make a difference	and i think those things do make a difference		i	sw3796_s128_3	sw3796_s128_503
144355:205	think	it's something that --n400510's going --n40051f to take them a while --n40053e to come up with a, uh, vaccine for --n40056d	uh, when they asked us did, did we want --n40041b to, uh, keep it the same or, uh, spend more, spend less --n400466, i think uh, i think right now what they're spending --n4004b1 is adequate. uh, my, for my personal opinion. uh, because i think it's something that --n400510's going --n40051f to take them a while --n40053e to come up with a, uh, vaccine for --n40056d.		i	sw3798_s10_71	sw3798_s10_566
144365:10	think	it's going --n40095b to be that easy to come up with --n40098a	i don't think it's going --n40095b to be that easy to come up with --n40098a	negation	i	sw3798_s14_4	sw3798_s14_504
144369:7	think	they already would have by now	or i think they already would have by now, you know.		i	sw3798_s16_3	sw3798_s16_503
144374:5	think	they're doing the, is as much research as they can possibly do	i think they're doing the, is as much research as they can possibly do, you know.		i	sw3798_s19_2	sw3798_s19_503
144414:33	see	that research is needed --n401837	i mean, i, i can see that research is needed --n401837		i	sw3798_s40_11	sw3798_s40_513
144501:5	think	for a lot of people it has	i think for a lot of people it has.		i	sw3798_s84_2	sw3798_s84_503
144511:19	know	that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything	but, uh, uh, i know that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.		i	sw3798_s89_8	sw3798_s89_505
144525:10	think	that's a bad idea	i don't think that's a bad idea.	negation	i	sw3798_s95_4	sw3798_s95_504
144529:5	know	it, uh, sort of doesn't address the problem of drug addiction	i know it, uh, sort of doesn't address the problem of drug addiction.		i	sw3798_s97_2	sw3798_s97_503
144543:17	think	that's	that, i think that's,		i	sw3798_s105_6	sw3798_s105_507
144563:33	think	that it's the drug problem that --n4039b6 needs --n4039c1 to be addressed --n4039d4	i mean, i, i definitely think that it's the drug problem that --n4039b6 needs --n4039c1 to be addressed --n4039d4,		i	sw3798_s117_11	sw3798_s117_513
144612:7	know	a lot of our tax money goes to that	and i know a lot of our tax money goes to that.		i	sw3798_s141_3	sw3798_s141_503
144637:14	know	it's, uh, it sounds like big money to me	and, yet, i know it's, uh, it sounds like big money to me.		i	sw3798_s155_6	sw3798_s155_504
144643:5	think	it is	i think it is.		i	sw3798_s158_2	sw3798_s158_503
144646:5	think	it is	i think it is.		i	sw3798_s159_2	sw3798_s159_503
144655:41	think	it would	it seems --n40500a to take a lot more money that you would think it would. you know.		you	sw3798_s164_13	sw3798_s164_517
144690:10	think	there is any such thing, as a crime free zone any longer	i don't think there is any such thing, as a crime free zone any longer.	negation	i	sw3801_s4_4	sw3801_s4_504
144723:25	knew	that i was not going --n400b71 to sleep until i got up and went out and checked the garage	and so i, i knew that i was not going --n400b71 to sleep until i got up and went out and checked the garage,		i	sw3801_s20_9	sw3801_s20_509
144793:30	think	that, uh, it --n401e47's not even safe to drive onto the tollway, or for those people in the tollbooth	uh, it --n401e10 was really frightening to, think that, uh, it --n401e47's not even safe to drive onto the tollway, or for those people in the tollbooth.			sw3801_s52_11	sw3801_s52_511
