Item_ID	Verb	Complement	Sentence	Environment
159303:13	know	that you can necessarily put a, a value *ich*-3 on somebody's limb, uh, arbitrarily that *t*-1 is always going *-2 to fit in all cases	but i don't know that you can necessarily put a, a value *ich*-3 on somebody's limb, uh, arbitrarily that *t*-1 is always going *-2 to fit in all cases.	negation
159419:27	know	0 some practice is wrong	and if, if they know 0 some practice is wrong, you know,	conditional
159422:30	know	0 *t*-1 is hurting people out there	maybe they're willfully manufacturing something that they know 0 *t*-1 is hurting people out there	
160029:6	know	that, like, the, the, the one plan that everyone seems *-1 to be in *t*-2, in my place is, uh, you know, you, uh, * think 0 you call it *rnr*-3 plan d	i know that, like, the, the, the one plan that everyone seems *-1 to be in *t*-2, in my place is, uh, you know, you, uh, * think 0 you call it *rnr*-3 plan d.	
160203:21	know	that there are a lot of colleges and universities *ich*-3, particularly as they get *-1 to be a little bit on the smaller side where dormitory life is, uh, is right on campus as well *t*-2	uh, you know, i know that there are a lot of colleges and universities *ich*-3, particularly as they get *-1 to be a little bit on the smaller side where dormitory life is, uh, is right on campus as well *t*-2	
160497:8	know	that, like, something like fifty percent of the world's landfills is like paper? filled *-1 with paper	did you know that, like, something like fifty percent of the world's landfills is like paper? filled *-1 with paper.	question
160587:20	know	0 *t*-1	* kind of radical, i know 0 *t*-1	
161096:13	know	that this is a cat	so she doesn't know that this is a cat yet.	negation
162192:8	know	0 that kind of rubs against the grain right now in the whole, uh, you know, * buy american, * keep american auto workers working right now	and i know 0 that kind of rubs against the grain right now in the whole, uh, you know, * buy american, * keep american auto workers working right now,	
162983:21	know	0 a lot of people around here sometimes have, like, mothers or grandmothers that *t*-1 take care of their kids	i, i know 0 a lot of people around here sometimes have, like, mothers or grandmothers that *t*-1 take care of their kids	
163232:45	noticed	0 you always get the most renowned defense attorney	because when you get the most heinous of crimes *t*-1, have you ever noticed 0 you always get the most renowned defense attorney?	question
163325:9	know	that, uh, my in-laws up in, up in oklahoma, that's how they do, you know, they pick it up *t*-1	i just know that, uh, my in-laws up in, up in oklahoma, that's how they do, you know, they pick it up *t*-1,	
163360:39	know	0 they were at least ten cents apiece	and i think 0 the bottles were like, i know 0 they were at least ten cents apiece.	
163395:11	know	that like minyard's and places like that around like arlington and fort worth and a lot of those grocery stores, they have like four different bins *ich*-1 out front. uh, different colors for different things and, and things like that	now, i know that like minyard's and places like that around like arlington and fort worth and a lot of those grocery stores, they have like four different bins *ich*-1 out front. uh, different colors for different things and, and things like that,	
163402:26	know	0 some of these places were doing that	but i, i do know 0 some of these places were doing that	
163410:6	notice	0 the plastic *ich*-1 have sort of faded away, the milk jugs	i notice 0 the plastic *ich*-1 have sort of faded away, the milk jugs.	
163632:9	know	that, uh, politicians always talking out of both sides of their mouths	i do know that, uh, politicians always talking out of both sides of their mouths.	
163638:15	know	0 the politicians, uh, aren't, aren't straightforward	so, uh, i know 0 the politicians, uh, aren't, aren't straightforward.	
163669:6	know	0 we have a polio vaccine come 0 *t*-2 will prevent somebody from *-1 getting polio	i know 0 we have a polio vaccine come 0 *t*-2 will prevent somebody from *-1 getting polio	
163718:6	know	0 state governors usually have line item vetos	i know 0 state governors usually have line item vetos	
163919:57	know	that that's	so, i don't know, i, i don't know that that's, i don't think 0 that's a good thing at all,	negation
164112:13	know	that they had been watching me	but i didn't know that they had been watching me	negation
164181:6	know	0 they s-, they're coming out with some v eight now	i know 0 they s-, they're coming out with some v eight now	
164255:10	know	0 if we were, if we had kids still at home, we're in our fifties now, but, if we had kids still at home, we'd certainly have *-1 to seriously consider a van just for their functional value	so, i know 0 if we were, if we had kids still at home, we're in our fifties now, but, if we had kids still at home, we'd certainly have *-1 to seriously consider a van just for their functional value.	
164277:8	know	0 i'd be happy with a, a reasonable, uh, four door	so i know 0 i'd be happy with a, a reasonable, uh, four door.	
164391:12	admits	that he did it	and the other guy admits that he did it	
164447:6	know	0 they're going *-1 to get the chair if they get caught *-2	they know 0 they're going *-1 to get the chair if they get caught *-2.	
164552:30	know	that it's always effective	i just, i don't know that it's always effective,	negation
164585:6	know	0 they put, uh, put them in jail sometimes, i guess	i know 0 they put, uh, put them in jail sometimes, i guess.	
164661:11	know	0 in north carolina, we do have capital punishment	well, i know 0 in north carolina, we do have capital punishment.	
165375:8	know	that the oil *ich*-2 needs, should be changed *-1 very regularly and all of the bearings	and i know that the oil *ich*-2 needs, should be changed *-1 very regularly and all of the bearings	
165920:13	realize	that they were putting dual, uh, air bags in that car now	and i didn't realize that they were putting dual, uh, air bags in that car now.	negation
166025:23	know	0 a lot	i, i know 0 a lot, i think 0 a lot of, uh, the, the issues with regard to recycling are that, uh, people have *-1 to be motivated *-2 to do, to do something like that because it does take extra effort.	
166068:8	know	that, at w-, where i work *t*-1	and i know that, at w-, where i work *t*-1,	
166295:8	recognize	that there are good schools out there	and i recognize that there are good schools out there.	
166521:94	realize	that they just can't compete anymore	a lot of the, like the big eight teams that *t*-1 used *-2 to run so much. i think 0 they're starting *-3 to realize that they just can't compete anymore.	
166763:6	know	that certain states actually sell their, uh, their lists like, uh, motor vehicles	i know that certain states actually sell their, uh, their lists like, uh, motor vehicles.	
166933:11	know	0 my, none of my grandparents were in a nursing home	uh, i know 0 my, none of my grandparents were in a nursing home.	
167084:32	know	that they always have *?*	i don't, i don't know that they always have *?* because i never sat all the way through a jury trial.	
167126:28	realize	that you're subject to * paying, uh, income tax on something that you purchase *t*-1 mail order	i mean what if you don't even realize that you're subject to * paying, uh, income tax on something that you purchase *t*-1 mail order?	conditional
167189:8	know	0 they work that way in, uh, say here in d c	and i know 0 they work that way in, uh, say here in d c.	
167197:141	forget	that you owe sales tax for something	uh, but, if that's the case, if the business is responsible for *-3 policing themselves, then i think 0 some well defined mechanisms need *-1 to be in place so that, uh, the opportunity f-, * to forget that you owe sales tax for something, uh, can be avoided *-2.	conditional
167301:11	know	0 i have a friend whose, uh, son *t*-1 was murdered *-2, uh, on the night before his sixteenth birthday	uh, i know 0 i have a friend whose, uh, son *t*-1 was murdered *-2, uh, on the night before his sixteenth birthday.	
167857:48	know	that in my town, you know, most of the, most of the parents, they're valued education	you know, i think that, uh, i mean i know that in my town, you know, most of the, most of the parents, they're valued education.	
168909:8	know	0 they use that, i mean they sell those	but i know 0 they use that, i mean they sell those,	
168919:14	know	0 drugs are illegal	i mean i know 0 drugs are illegal.	
168998:48	know	0 they do	the aids population i guess that *t*-2 have it, that *t*-1 don't know 0 they do are spreading it.	negation
169134:11	know	that there's been some increases in crime lately in terms of murders	uh, i know that there's been some increases in crime lately in terms of murders.	
169231:6	know	0 the house is unlocked	they know 0 the house is unlocked	
169331:27	know	that the threat is there	even, even if you know that the threat is there it *exp*-1's against the law * to set traps,	conditional
169355:58	knew	0 he was going *-1 to get robbed *-2	there was a, there was a case about two years ago where a guy knew 0 he was going *-1 to get robbed *-2 *t*-3	
169459:35	realize	that what they print *t*-1 is stuff that you probably knew *t*-5 already and the stuff that you want *t*-2 they're not printing *t*-4 because the average person doesn't need or want *-3 to know that much	if you were deeply involved in it, then you immediately realize that what they print *t*-1 is stuff that you probably knew *t*-5 already and the stuff that you want *t*-2 they're not printing *t*-4 because the average person doesn't need or want *-3 to know that much.	conditional
169808:21	know	0 their lifestyles changed p-, prior to the drug test	because, i mean, i know 0 their lifestyles changed p-, prior to the drug test	
169809:8	know	0 they changed afterwards	and i know 0 they changed afterwards.	
169814:11	know	that things like antihistamines, sudafeds, things like that, can really throw it off	and i also know that things like antihistamines, sudafeds, things like that, can really throw it off.	
169850:10	know	0 there are a lot of things that *t*-1 can influence them	but, i know 0 there are a lot of things that *t*-1 can influence them	
170151:38	knew	0 you were out of money	it was just that when that was empty *t*-1, you knew 0 you were out of money.	
170251:14	realize	0 if you have eight kids you're not going *-1 to run out and do that	to me, i realize 0 if you have eight kids you're not going *-1 to run out and do that.	
170553:9	know	0 i spent hours in the gym every day with my daughter	well i know 0 i spent hours in the gym every day with my daughter	
170630:31	realize	0 the cost of living is outrageous compared to, to where they came from *t*-2	then when they get down here *t*-1, they realize 0 the cost of living is outrageous compared to, to where they came from *t*-2.	
170783:8	know	0 he will tell me the truth	and i know 0 he will tell me the truth.	
170848:9	know	0 my grandparents wanted *-1 to have some independence still	because i know 0 my grandparents wanted *-1 to have some independence still.	
170894:52	knowing	that if anything happened, there was somebody there for them	it was just so that the rest of the relatives would have peace of mind *-1 knowing that if anything happened, there was somebody there for them.	
171298:11	know	0 what i'm seeing *t*-1 here at m-, my job is that people are having their children much later in life so that they're establishing careers	uh, i know 0 what i'm seeing *t*-1 here at m-, my job is that people are having their children much later in life so that they're establishing careers	
171461:57	realized	0 it was like, it was not	i had *-1 to send it back after like, you know, the third week because i realized 0 it was like, it was not,	
172178:9	know	that that's an option	people should know that that's an option just in case they feel 0 they have *-1 to have a jury trial.	
172730:34	know	0 their maternity leave is on the order of six weeks which i think 0 *t*-1 is too short	uh, i, their, uh, i know 0 their maternity leave is on the order of six weeks which i think 0 *t*-1 is too short. uh	
172848:6	know	0 it's, it's a lot, you know, that, uh, that i feel like, you know, just like you said, that, there's just so much that you can do *t*-1 yourself. that you take care of your own self that you don't need the money for *t*-3	i know 0 it's, it's a lot, you know, that, uh, that i feel like, you know, just like you said, that, there's just so much that you can do *t*-1 yourself. that you take care of your own self that you don't need the money for *t*-3	
173648:15	know	0 the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government	and, uh, i know 0 the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government.	
173737:24	admit	that the production costs of, of these drugs are, are zippo compared to the street market costs and, and the costs to society	i, i must admit that the production costs of, of these drugs are, are zippo compared to the street market costs and, and the costs to society,	
174253:40	know	0 we've got plenty of cases out there where people have been wrongly convicted *-1 and things like that *t*-2	but i mean even now we've got, i know 0 we've got plenty of cases out there where people have been wrongly convicted *-1 and things like that *t*-2	
174913:30	know	0 they didn't catch that	and, uh, uh, you know, i know 0 they didn't catch that	
175101:13	know	that in some	but i know that in some, i know 0 in a lot of rural areas they're not that good.	
175101:34	know	0 in a lot of rural areas they're not that good	but i know that in some, i know 0 in a lot of rural areas they're not that good.	
175204:28	admit	that teachers have *-2 to slow things down for people who *t*-3 don't understand, especially if there's not a very well developed special education program at the school	teachers, you have *-1 to admit that teachers have *-2 to slow things down for people who *t*-3 don't understand, especially if there's not a very well developed special education program at the school.	
175358:50	know	that they can get away with it	but, i think that the reason 0 they are full *t*-1 is because they know that they can get away with it.	
175493:20	know	0 we've got changes made *-1	and all of a sudden we know 0 we've got changes made *-1.	
175619:13	know	that you could call that invading of, invading my privacy	but i don't know that you could call that invading of, invading my privacy	negation
176453:15	knows	that they're fixing *-1 to get ready *-2 to go over there	well even if she knows that they're fixing *-1 to get ready *-2 to go over there.	conditional
176553:74	knew	that she was my baby-sitter	and then what *t*-1 happened was, is, you know, 0 they gave her a call because they knew that she was my baby-sitter.	
176725:44	knows	0 they're going *-3 to have a test	but, on the other hand, uh, someone new coming in that *t*-2 knows 0 they're going *-3 to have a test,	
177213:8	know	that there are a lot of foreigners, uh, here, you know, doing my line of work	and i know that there are a lot of foreigners, uh, here, you know, doing my line of work.	
177449:18	know	0 *t*-1	i should *?*, i know 0 *t*-1	
177500:42	know	that in	and, uh, you know, i, i know that in, mumblex i just know that i'm going *-1 to get blown *-2 away with some, some piece of nonsense.	
177500:69	know	that i'm going *-1 to get blown *-2 away with some, some piece of nonsense	and, uh, you know, i, i know that in, mumblex i just know that i'm going *-1 to get blown *-2 away with some, some piece of nonsense.	
177567:53	know	0 i'm going *-1 to get	and, you know, and i'm, i know 0 i'm going *-1 to get, i know 0 it's going *-2 to bite me in the ass	
177567:90	know	0 it's going *-2 to bite me in the ass	and, you know, and i'm, i know 0 i'm going *-1 to get, i know 0 it's going *-2 to bite me in the ass	
