Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
171258:44	think	they should be --n40223d in a lot of cases	th-, the sentencing is really light compared to what i think they should be --n40223d in a lot of cases you know,		i	sw4679_s46_15	sw4679_s46_516	0.25	1	0	0	32	6	15	2.95337499999999	2.95337499999999					
171269:173	think	that is maybe, uh, a little bit naive	but people who --n402637 d-, don't have day in and day out life long experience with what prison is really like --n40268a and what the options are --n4026a5, to ask them --n4026c0 to decide for one case, on one person, based on what they see --n402703, i think that is maybe, uh, a little bit naive.	conditional	i	sw4679_s52_58	sw4679_s52_560	0.254999999999995	1	0	0	57	7	8	1.53050000000002	1.53050000000002					
171281:24	think	people bend over the other way	but in a lot of places, i think people bend over the other way,		i	sw4679_s58_9	sw4679_s58_508	0.169999999999987	1	0	0	66	8	18	2.39387500000001	2.39387500000001					
171292:25	think	it needs --n403190 to be shaken --n4031a3 up a little bit	but i, i do think it needs --n403190 to be shaken --n4031a3 up a little bit.		i	sw4679_s66_9	sw4679_s66_509	0.269999999999982	1	0	0	43	5	16	2.927875	2.927875					
171338:7	think	about, uh, about a year ago, uh, i bought a product from some company down at, uh, in atlanta, georgia	but i think about, uh, about a year ago, uh, i bought a product from some company down at, uh, in atlanta, georgia.		i	sw4682_s4_3	sw4682_s4_503	0.260000000000001	1	0	0	2	9	21	5.643	5.643					
171339:5	believe	it was one of these, uh, one of these, uh, mixers. these, like these juice machines	i believe it was one of these, uh, one of these, uh, mixers. these, like these juice machines		i	sw4682_s5_2	sw4682_s5_503	0.380000000000001	2	0	0	3	19	34	7.57425	7.57425					
171349:12	think	it was my fault	and i don't think it was my fault because i-, i, you know, i had made a point of like drying it off and cleaning it	negation	i	sw4682_s11_5	sw4682_s11_504	0.119999999999997	1	0	0	12	4	14	1.88312500000001	1.966					
171351:56	realized	it was like, it was not	i had --n400b9d to send it back after like, you know, the third week because i realized it was like, it was not,		i	sw4682_s13_19	sw4682_s13_520	0.43	3	0	0	14	21	29	5.2085	5.2085					
171487:10	think	most places are like that anymore	i don't think most places are like that anymore.	negation	i	sw4682_s104_4	sw4682_s104_504	0.189999999999998	1	0	0	35	3	12	2.43487500000003	2.43487500000003					
171732:31	think	anybody roots differently	and and, uh, i don't think anybody roots differently	negation	i	sw4691_s41_12	sw4691_s41_509	0.239999999999995	1	0	0	14	3	8	2.07675	2.07675					
171752:5	think	i know a little more than i use --n401752 to	i think i know a little more than i use --n401752 to.		i	sw4691_s51_2	sw4691_s51_503	0.220000000000013	1	0.0699999999999932	0.039999999999992	24	5	14	2.56	2.72					
171777:5	think	that, uh, i personally like hockey better because it has contact, it's a contact sport	i think that, uh, i personally like hockey better because it has contact, it's a contact sport.		i	sw4691_s67_2	sw4691_s67_503	0.27000000000001	1	0	0	38	6	20	5.08975000000004	5.23250000000002					
171798:13	think	we have that in texas	i don't even think we have that in texas.		i	sw4691_s81_5	sw4691_s81_505	0.259999999999991	1	0	0	33	5	8	1.48999999999998	1.48999999999998					
171815:12	think	we do	so i don't think we do.	negation	i	sw4691_s92_5	sw4691_s92_504	0.230000000000018	1	0	0	38	11	13	2.38037500000002	2.38037500000002					
171861:5	think	it's an, excuse to do nothing --n403a03	i think it's an, excuse to do nothing --n403a03		i	sw4691_s124_2	sw4691_s124_503	0.260000000000019	1	0	0	47	17	27	4.81450000000001	4.81450000000001					
171964:32	think	--n4003c9	uh, so that, uh, a judge, i think --n4003c9, would be the most appropriate person --n4003f0 to, uh, to be able --n400413 to sentence somebody since they do it over and over again every day.		i	sw4697_s4_12	sw4697_s4_510	0.170000000000002	1	0	0	8	4	7	1.17625	1.17625					
171967:43	think	in some cases, uh, the jury may not even have, the information about other crimes the person has committed --n400694	i, i kind of agree with that, because i think in some cases, uh, the jury may not even have, the information about other crimes the person has committed --n400694.		i	sw4697_s6_15	sw4697_s6_515	0.25	1	0	0	1	13	17	3.394625	31.3145					
171972:25	think	that in some cases that's considered --n400846 to prejudice the current case	uh, i, i think that in some cases that's considered --n400846 to prejudice the current case		i	sw4697_s8_9	sw4697_s8_509	0.267375000000001	1	0	0	4	4	21	4.326125	4.652375					
172024:38	believe	--n401ddc	that would require a change in the bill of rights, i believe --n401ddc		i	sw4697_s40_13	sw4697_s40_514	0.469999999999999	2	0	0	31	13	15	2.851125	2.851125					
172045:8	think	that's all ready possible	well i think that's all ready possible.		i	sw4697_s57_3	sw4697_s57_504	0.22999999999999	1	0	0	34	4	24	4.29287500000001	4.29287500000001					
172062:8	know	that that's an option	people should know that that's an option just in case they feel they have --n40291d to have a jury trial.		people	sw4697_s66_3	sw4697_s66_504	0.169999999999987	1	0	0	37	14	16	3.435125	3.619					
172063:7	think	most lawyers do a pretty good job of making that evident to, to clients unless they feel they can, you know, tweak a jury into per-, --n402ab3 giving a different sentence or possibly, if it's a civil case, giving higher, uh, you know, awards of money or something since usually the lawyers get a percentage of the, the award	but i think most lawyers do a pretty good job of making that evident to, to clients unless they feel they can, you know, tweak a jury into per-, --n402ab3 giving a different sentence or possibly, if it's a civil case, giving higher, uh, you know, awards of money or something since usually the lawyers get a percentage of the, the award.		i	sw4697_s67_3	sw4697_s67_503	0.219999999999999	1	0	0	38	19	36	6.23112499999999	6.23112499999999					
172089:7	think	that may be where jury use is overdone --n403507 --n40350e	and i think that may be where jury use is overdone --n403507 --n40350e,		i	sw4697_s81_3	sw4697_s81_503	0.199999999999989	1	0	0	56	21	27	4.397875	4.584					
172270:13	think	i've ever used a typewriter in, in my life --n40254f to do a, a to do a report. because my family, when i was growing up --n4025ae, we got a basic computer. t r s eighty when they first came out --n4025f5	actually i don't think i've ever used a typewriter in, in my life --n40254f to do a, a to do a report. because my family, when i was growing up --n4025ae, we got a basic computer. t r s eighty when they first came out --n4025f5.	negation	i	sw4698_s66_5	sw4698_s66_505	0.129999999999995	1	0	0	54	3	18	3.061375	3.061375					
172372:28	think	that we, uh, pay too much in this country. uh uh, particularly, uh, in this part of the country w-	i, i actually don't think that we, uh, pay too much in this country. uh uh, particularly, uh, in this part of the country w-,	negation	i	sw4707_s22_10	sw4707_s22_510	0.240000000000002	1	0	0	17	2	12	2.16	2.16					
172382:5	think	that's regressive	i think that's regressive		i	sw4707_s28_2	sw4707_s28_503	0.230000000000004	1	0	0	31	2	8	1.5	1.5					
172404:10	think	the, the sales tax, they just got --n401634 to do something about it	oh, i think the, the sales tax, they just got --n401634 to do something about it.		i	sw4707_s41_4	sw4707_s41_504	0.230000000000004	1	0	0.230000000000004	17	19	19	2.86999999999999	2.95999999999999					
172415:13	think	that, having lived in europe for awhile, you know, difference in living conditions are certainly well worth, uh, what we pay --n401e4b for it	well and i still think that, having lived in europe for awhile, you know, difference in living conditions are certainly well worth, uh, what we pay --n401e4b for it.		i	sw4707_s48_5	sw4707_s48_505	0.170000000000016	1	0	0	21	5	16	2.19999999999999	2.19999999999999					
172445:5	think	the other problem is, you know, it, it --n40270f's easy to complain about taxes because there's something you, theoretically, can do something about --n402766	i think the other problem is, you know, it, it --n40270f's easy to complain about taxes because there's something you, theoretically, can do something about --n402766.		i	sw4707_s66_2	sw4707_s66_503	0.260000000000019	1	0	0	33	2	10	1.47999999999999	1.47999999999999					
172472:5	think	it's a dumb decision on our part because countries like canada and england and germany do perfectly well with a, uh, two tract system in which religious schools coexist with secular schools f-, with the same tax money --n403072	i think it's a dumb decision on our part because countries like canada and england and germany do perfectly well with a, uh, two tract system in which religious schools coexist with secular schools f-, with the same tax money --n403072.		i	sw4707_s82_2	sw4707_s82_503	0.200000000000017	1	0	0	77	2	8	1.18000000000001	1.18000000000001					
172487:5	think	that's just you though	i think that's just you though.		i	sw4707_s92_2	sw4707_s92_503	0.120000000000005	1	0	0	43	3	7	1.13999999999999	1.13999999999999					
172492:10	think	in places	i think in places, i think in places like california, people are beginning --n403841 to find that in, in areas that --n403874 are fairly well off, if you add the, uh, uh, people of various sexual persuasions and those who --n4038d3 never intend --n4038e2 to marry and those who --n4038fd are retired and those --n403918 are, uh, just looking for fun, th- people with families turn out --n40395b to be such a small minority that they can't get a tax bill passed no matter what --n4039ae happens.		i	sw4707_s96_3	sw4707_s96_506	0.230000000000018	1	0	0	90	7	20	3.14999999999998	3.48999999999998					
172492:30	think	in places like california, people are beginning --n403841 to find that in, in areas that --n403874 are fairly well off, if you add the, uh, uh, people of various sexual persuasions and those who --n4038d3 never intend --n4038e2 to marry and those who --n4038fd are retired and those --n403918 are, uh, just looking for fun, th- people with families turn out --n40395b to be such a small minority that they can't get a tax bill passed no matter what --n4039ae happens	i think in places, i think in places like california, people are beginning --n403841 to find that in, in areas that --n403874 are fairly well off, if you add the, uh, uh, people of various sexual persuasions and those who --n4038d3 never intend --n4038e2 to marry and those who --n4038fd are retired and those --n403918 are, uh, just looking for fun, th- people with families turn out --n40395b to be such a small minority that they can't get a tax bill passed no matter what --n4039ae happens.		i	sw4707_s96_10	sw4707_s96_513	0.199999999999989	1	0	0	90	12	20	3.14999999999998	3.48999999999998					
172504:13	think	with the graying of america, we're going --n4041cf to see that problem in lots of places	of course, i think with the graying of america, we're going --n4041cf to see that problem in lots of places.		i	sw4707_s102_5	sw4707_s102_505	0.129999999999995	1	0	0	45	4	25	3.48000000000002	3.48000000000002					
172509:7	think	it's sad selfish and shortsighted	but i think it's sad selfish and shortsighted.		i	sw4707_s106_3	sw4707_s106_503	0.220000000000027	1	0	0	111	3	5	1.09999999999997	1.09999999999997					
172525:5	think	it's health care	i think it's health care.		i	sw4720_s5_2	sw4720_s5_503	0.149999999999999	1	0	0	9	2	5	0.967500000000001	0.967500000000001					
172527:5	think	everybody would say that	i think everybody would say that.		i	sw4720_s7_2	sw4720_s7_503	0.117249999999999	1	0	0	11	2	9	1.03775	1.03775					
172537:8	think	it's more important than salary	sometimes i think it's more important than salary.		i	sw4720_s13_3	sw4720_s13_504	0.189999999999998	1	0	0	17	4	12	1.93	1.93					
172573:43	think	--n40143f is a a great, a great benefit mumblex	or, uh, uh, uh, pretax savings was another thing that i think --n40143f is a a great, a great benefit mumblex.		i	sw4720_s37_16	sw4720_s37_513	0.25	1	0	0	37	10	11	1.84	1.84					
172580:22	think	it's really something that the, uh, the government ought --n40161c to encourage --n40162b more	and i, i think it's really something that the, uh, the government ought --n40161c to encourage --n40162b more because, uh, there are all these complaints about how we're not a saving country --n40167a and where the average savings rate is something like four percent in this country and fifteen percent in, uh, germany and japan --n4016e1.		i	sw4720_s40_8	sw4720_s40_508	0.209999999999994	1	0	0	42	2	21	3.87375	3.87375					
172611:33	know	their maternity leave is on the order of six weeks which i think --n402547 is too short	uh, i, their, uh, i know their maternity leave is on the order of six weeks which i think --n402547 is too short. uh		i	sw4720_s57_12	sw4720_s57_511	0.189999999999998	1	0	0	61	4	5	1.20699999999999	1.20699999999999					
172611:78	think	--n402547 is too short	uh, i, their, uh, i know their maternity leave is on the order of six weeks which i think --n402547 is too short. uh		i	sw4720_s57_27	sw4720_s57_527	0.225875000000002	1	0	0	62	16	19	3.75450000000001	3.75450000000001					
172615:18	think	that we need --n40270a to get into the mold where we talk about years rather than months or weeks --n40274d	uh, uh, i really think that we need --n40270a to get into the mold where we talk about years rather than months or weeks --n40274d.		i	sw4720_s59_7	sw4720_s59_506	0.239999999999981	1	0	0	65	3	7	1.50125	1.50125					
172652:5	think	you've put your finger on the one benefit that i, that i would most like --n4032fe to see, uh, --n403319 changed --n403324. uh, the, uh, parental leave	i think you've put your finger on the one benefit that i, that i would most like --n4032fe to see, uh, --n403319 changed --n403324. uh, the, uh, parental leave.		i	sw4720_s79_2	sw4720_s79_503	0.200000000000017	1	0	0	84	5	13	2.04400000000001	2.04400000000001					
172654:10	think	they're at, they're com-, they've come a long way	well, i think they're at, they're com-, they've come a long way.		i	sw4720_s80_4	sw4720_s80_504	0.210750000000019	1	0	0	40	3	11	2.8725	3.0625					
172727:5	know	it's, it's a lot, you know, that, uh, that i feel like, you know, just like you said, that, there's just so much that you can do --n400973 yourself. that you take care of your own self that you don't need the money for --n4009c2	i know it's, it's a lot, you know, that, uh, that i feel like, you know, just like you said, that, there's just so much that you can do --n400973 yourself. that you take care of your own self that you don't need the money for --n4009c2		i	sw4725_s9_2	sw4725_s9_503	0.160000000000004	1	0	0	4	2	10	2.21	2.21					
172782:5	think	that people that --n401e77 work for the government are just as against taxes as, as everybody else, you know	i think that people that --n401e77 work for the government are just as against taxes as, as everybody else, you know.		i	sw4725_s42_2	sw4725_s42_503	0.259999999999991	1	0	0	19	3	4	0.829999999999998	0.829999999999998					
172840:21	think	really the only place you can really reduce the amount of taxes you pay --n403b95 --n403b9c is --n403ba7 to move to an area where the services are poorer --n403bd6	and, and i think really the only place you can really reduce the amount of taxes you pay --n403b95 --n403b9c is --n403ba7 to move to an area where the services are poorer --n403bd6.		i	sw4725_s75_8	sw4725_s75_507	0.254999999999995	1	0	0	80	4	12	2.97599999999997	3.07174999999998					
172842:20	think	--n403ed0	that's a strategy i think --n403ed0 tha-, that the people have to, have --n403f13 to take --n403f26. is, is how to be able --n403f5d to, to lessen their cost of living. you know, --n403f94		i	sw4725_s77_6	sw4725_s77_510	0.20999999999998	1	0	0	85	11	16	2.35075000000001	2.35075000000001					
173063:31	think	--n403232	people who --n40320f buy motorcycles for transportation i think --n403232 are kidding themselves.		i	sw4728_s108_9	sw4728_s108_515	0.199999999999989	1	0	0	40	18	23	3.64962500000001	3.64962500000001					
173069:10	think	it's much of a sport for him	i don't think it's much of a sport for him.	negation	i	sw4728_s113_4	sw4728_s113_504	0.170000000000016	1	0	0	64	11	21	3.29037500000001	3.45037500000001					
173101:42	think	i might get --n403b90	i, i mean, the only thing i think i might get --n403b90, a new car or, not necessarily a new car but, a, another car,		i	sw4728_s130_14	sw4728_s130_517	0.230000000000018	1	0	0	51	6	13	2.55887500000003	2.648875					
173124:5	think	they last a lot longer than anything else	i think they last a lot longer than anything else.		i	sw4728_s145_2	sw4728_s145_503	0.180000000000007	1	0	0	61	2	13	1.79000000000002	1.79000000000002					
173134:8	think	the chevies	though i think the chevies,		i	sw4728_s153_3	sw4728_s153_504	0.21999999999997	1	0	0	66	3	23	3.7525	3.7525					
173135:10	think	the che-	i don't think the che-,	negation	i	sw4728_s154_4	sw4728_s154_504	0.150000000000034	1	0	0	66	9	23	3.7525	3.7525					
173140:10	think	they	i think they, i think the fords tend --n404e5d to last a little longer. at least until recently.		i	sw4728_s157_3	sw4728_s157_506	0.194749999999999	1	0	0	67	2	15	3.15312500000005	3.15312500000005					
173140:27	think	the fords tend --n404e5d to last a little longer. at least until recently	i think they, i think the fords tend --n404e5d to last a little longer. at least until recently.		i	sw4728_s157_9	sw4728_s157_512	0.240000000000009	1	0	0	67	5	15	3.15312500000005	3.15312500000005					
173189:18	think	they're just pushing them mu-, entirely to fast	uh, uh, well i think they're just pushing them mu-, entirely to fast.		i	sw4733_s7_7	sw4733_s7_506	0.26	1	0	0	7	2	7	1.454875	1.454875					
173207:7	think	that's such a long day for a kindergartner	and i think that's such a long day for a kindergartner.		i	sw4733_s15_3	sw4733_s15_503	0.147375	1	0	0	10	3	9	1.76175	1.76175					
173210:25	think	that's awful	i, oh, i think that's awful.		i	sw4733_s17_9	sw4733_s17_509	0.199874999999999	1	0	0	10	3	6	1.21687499999999	1.21687499999999					
173213:36	thought	maybe she was to immature for kindergarten	uh, i was told --n4008cc by her preschool teacher that she thought maybe she was to immature for kindergarten		she	sw4733_s19_13	sw4733_s19_512	0.260000000000005	1	0	0	14	12	28	4.861375	5.01575					
173350:10	think	it's really awful	and i just think it's really awful		i	sw4733_s102_4	sw4733_s102_504	0.189999999999998	1	0	0	47	4	33	6.16	6.16					
173353:7	think	it's a very long day	but i think it's a very long day.		i	sw4733_s105_3	sw4733_s105_503	0.210000000000008	1	0	0	47	27	33	6.16	6.16					
173371:12	think	that's right	and i don't think that's right.	negation	i	sw4733_s115_5	sw4733_s115_504	0.169999999999987	1	0	0	52	4	30	6.16999999999999	6.16999999999999					
173372:5	think	we should do what europe does --n40365d and include cultural activities in our school system	i think we should do what europe does --n40365d and include cultural activities in our school system.		i	sw4733_s116_2	sw4733_s116_503	0.260000000000019	1	0	0	52	8	30	6.16999999999999	6.16999999999999					
173376:10	think	i should have --n40378d to pay for dancing lessons, gymnastics, piano	i don't think i should have --n40378d to pay for dancing lessons, gymnastics, piano.	negation	i	sw4733_s118_4	sw4733_s118_504	0.240000000000009	1	0.0889999999999986	0	53	3	9	2.11812500000002	2.40712500000001					
173380:50	think	we should have well-rounded kids not just book smart kids	i would like --n40388d to see those things included --n4038a8 in our school system because i think we should have well-rounded kids not just book smart kids.		i	sw4733_s120_17	sw4733_s120_518	0.248875000000027	1	0	0.219999999999999	55	19	19	4.36525	4.52725000000001					
173391:5	think	if they're going --n403b14 to be there all day, they should find time	i think if they're going --n403b14 to be there all day, they should find time.		i	sw4733_s125_2	sw4733_s125_503	0.239999999999981	1	0	0	60	10	22	4.505875	4.505875					
173392:54	think	it was --n403c56	one of my daughters, once, was out of school with mono in her junior year i think it was --n403c56.		i	sw4733_s126_19	sw4733_s126_518	0.259999999999991	1	0	0	62	15	17	3.53999999999999	3.53999999999999					
173421:7	think	that working parents have kind of demanded this	but i think that working parents have kind of demanded this.		i	sw4733_s143_3	sw4733_s143_503	0.297499999999957	1	0	0	68	3	15	3.78787500000004	3.78787500000004					
173438:76	believe	--n400266	uh, apparently, you know, there's, they haven't, uh, executed anybody since nineteen sixty-seven, i believe --n400266.		i	sw4736_s2_27	sw4736_s2_524	0.394	2	0	4.1775	6	2	3	0.484	0.484					
173455:34	think	--n400bb5	and they, uh, they, i think --n400bb5, extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years.		i	sw4736_s13_12	sw4736_s13_512	0.219999999999999	1	0	0	18	2	9	2.03875	2.03875					
173457:5	think	capital punishment, uh, uh, was or probably stringent enough	i think capital punishment, uh, uh, was or probably stringent enough		i	sw4736_s15_2	sw4736_s15_503	0.244875	1	0.0613749999999982	0	22	26	32	6.150125	6.3515					
173458:7	think	the appeal process is really getting in the way	but i think the appeal process is really getting in the way.		i	sw4736_s16_3	sw4736_s16_503	0.190000000000012	1	0	0	24	13	24	4.53025	4.53025					
173464:8	think	that currently the way the law stands --n401538 isn't so much that the laws are enforceable or not	well i think that currently the way the law stands --n401538 isn't so much that the laws are enforceable or not,		i	sw4736_s19_3	sw4736_s19_504	0.179999999999993	1	0	0	5	3	4	0.699999999999989	0.699999999999989					
173511:73	seems	that we are failing in that, in that ultimate goal because there are times when people who --n4041c6 are guilty are getting off --n4041e1	and the whole idea behind the current criminal process system is to protect those who actually --n404157 didn't the crimes, albeit it seems that we are failing in that, in that ultimate goal because there are times when people who --n4041c6 are guilty are getting off --n4041e1.		it	sw4736_s50_26	sw4736_s50_524	0.220000000000027	1	0	0	31	2	8	1.3075	1.3075					
173526:14	know	the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government	and, uh, i know the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government.		i	sw4765_s3_6	sw4765_s3_504	0.1785	1	0	0	10	2	14	3.194375	3.554375					
173571:8	think	, uh, the dr-, the laws on, uh, uh, uh, the first morphine laws were, were like ninety, or nineteen ten or nineteen five, something like that	well i think, uh, the dr-, the laws on, uh, uh, uh, the first morphine laws were, were like ninety, or nineteen ten or nineteen five, something like that.		i	sw4765_s30_3	sw4765_s30_504	0.227750000000015	1	0	0	40	3	9	2.360625	2.360625					
173583:176	think	--n402c3f	well, the thing of it is the, the, tha-, tha-, that, that is, uh, uh, in, in many respects, uh, uh, you know, just, just, i think --n402c3f, an over simplification.		i	sw4765_s38_65	sw4765_s38_561	0.124750000000006	1	0	0	46	7	28	5.358125	5.46975					
173587:20	think	there, th-, th-, th-, there's so much criminal activity, uh, that people go into --n402fd7 to, to support drug habits	i, i think there, th-, th-, th-, there's so much criminal activity, uh, that people go into --n402fd7 to, to support drug habits.		i	sw4765_s40_7	sw4765_s40_508	0.170000000000016	1	0	0	46	18	28	5.358125	5.46975					
173615:23	admit	that the production costs of, of these drugs are, are zippo compared to the street market costs and, and the costs to society	i, i must admit that the production costs of, of these drugs are, are zippo compared to the street market costs and, and the costs to society,		i	sw4765_s60_8	sw4765_s60_509	0.280000000000001	2	0	0	56	5	13	2.34374999999997	2.71474999999998					
173658:10	think	you can	i don't think you can.	negation	i	sw4765_s88_4	sw4765_s88_504	0.167374999999993	1	0	0	66	3	7	1.1155	1.1155					
173677:5	think	that's, uh, there's something seriously wrong	i think that's, uh, there's something seriously wrong,		i	sw4784_s3_2	sw4784_s3_503	0.133125	1	0	0.0602499999999999	2	10	12	2.095	2.21825					
173709:22	think	that one of the problems	and, uh, uh, i also think that one of the problems		i	sw4784_s25_9	sw4784_s25_506	0.213374999999999	1	0.305125000000004	0	36	1	2	0.545249999999996	0.545249999999996					
173710:24	think	this	and, actually, i don't think this, i think this is a cultural problem.	negation	i	sw4784_s26_9	sw4784_s26_508	0.239999999999995	1	0	0	37	9	20	3.89400000000001	3.89400000000001					
173710:41	think	this is a cultural problem	and, actually, i don't think this, i think this is a cultural problem.		i	sw4784_s26_15	sw4784_s26_514	0.209999999999994	1	0	0	37	12	20	3.89400000000001	3.89400000000001					
173718:5	think	that's a, a loss of civic virtue and a loss of, uh, uh, the cultural attitude that we used --n4019f4 to have --n401a03 that education was first even if it wasn't our kids	i think that's a, a loss of civic virtue and a loss of, uh, uh, the cultural attitude that we used --n4019f4 to have --n401a03 that education was first even if it wasn't our kids.		i	sw4784_s32_2	sw4784_s32_503	0.179999999999993	1	0	0	52	2	4	0.619	0.619					
173719:6	think	that's, uh, that's the principal problem	i think that's, uh, that's the principal problem is that, uh, people no longer see it as, uh, as their problem		i	sw4784_s33_2	sw4784_s33_504	0.20999999999998	1	0	0	57	2	3	0.775499999999994	0.775499999999994					
173737:30	believe	that the original idea of public education in the united states, which i guess --n4024d2 was controversial at the time of the constitution. uh, you know, it barely made it	you know, i, i believe that the original idea of public education in the united states, which i guess --n4024d2 was controversial at the time of the constitution. uh, you know, it barely made it.		i	sw4784_s43_10	sw4784_s43_512	0.530000000000001	2	0	0	65	2	13	1.864125	1.864125					
173738:5	think	it was added --n4026de afterwards	i think it was added --n4026de afterwards.		i	sw4784_s44_2	sw4784_s44_503	0.189999999999998	1	0	0	68	9	11	1.625	1.625					
173739:5	think	the real, the principal was, uh, education for civic participation	i think the real, the principal was, uh, education for civic participation.		i	sw4784_s45_2	sw4784_s45_503	0.210000000000008	1	0	0	70	2	8	1.34	1.34					
173747:34	think	we'd notice it	it has taken on a more profound, and you'd think we'd notice it, economic uh, thrust.		you	sw4784_s50_13	sw4784_s50_512	0.210000000000008	1	0	0	27	5	13	2.36625000000001	2.45287500000001					
173755:15	think	that one	i mean and i think that one,		i	sw4784_s57_5	sw4784_s57_507	0.176999999999992	1	0	0.163499999999999	80	2	4	0.560625000000016	0.724125000000015					
173759:5	think	that one's significant	i think that one's significant.		i	sw4784_s60_2	sw4784_s60_503	0.210000000000008	1	0	0	30	12	18	2.648	2.70075					
173761:26	think	education was all about --n402f62	that's what i used --n402f3f to think education was all about --n402f62 when i was a college professor --n402f81		--n402f3f	sw4784_s61_8	sw4784_s61_512	0.210000000000008	1	0	0	81	6	36	4.919375	5.0795					
173766:8	thought	i would have	i never thought i would have		i	sw4784_s66_3	sw4784_s66_504	0.199999999999989	1	0	0	92	10	18	3.56975	3.81087500000001					
173775:62	think	--n403da9 is only tangentially related	but they find that they are also being asked --n403d76 to do a bunch of other stuff which they think --n403da9 is only tangentially related		they	sw4784_s74_20	sw4784_s74_524	0.269999999999982	1	0	0	45	22	23	4.15924999999999	4.15924999999999					
173914:24	think	that if you plan it and spend that and make it quality time you don't have --n4025b3 to be there twenty-four hours a day	and, and i do think that if you plan it and spend that and make it quality time you don't have --n4025b3 to be there twenty-four hours a day.		i	sw4785_s78_9	sw4785_s78_508	0.310000000000002	1	0	0	32	4	19	3.86199999999999	3.86199999999999					
173930:7	think	that's a family activity	and they think that's a family activity, you know.		they	sw4785_s86_3	sw4785_s86_503	0.240000000000009	1	0	0	38	3	14	2.36850000000001	2.36850000000001					
173963:10	thought	we'd get outvoted --n403229 five to two	and i always thought we'd get outvoted --n403229 five to two		i	sw4785_s106_4	sw4785_s106_504	0.180000000000007	1	0	0	60	5	13	2.18000000000001	2.18000000000001					
174031:8	think	that's great	well i think that's great.		i	sw4785_s145_3	sw4785_s145_504	0.227624999999989	1	0	0	61	3	5	1.59000000000003	1.59000000000003					
174044:20	think	that's true	i, i think that's true.		i	sw4785_s152_7	sw4785_s152_508	0.29000000000002	1	0	0	64	3	17	3.87400000000002	3.87400000000002					
174045:43	think	--n404876 would be a fair punishment	i can remember times my parents would say well what do you think --n404876 would be a fair punishment --n404891.	question	you	sw4785_s153_14	sw4785_s153_518	0.300000000000011	1	0	0	65	4	11	2.25999999999999	2.25999999999999					
174053:10	think	it --n404b1d's right that they're harder on themselves	so i do think it --n404b1d's right that they're harder on themselves, you know.		i	sw4785_s157_4	sw4785_s157_504	0.180000000000007	1	0	0	67	6	9	1.82062500000001	1.82062500000001					
174086:5	think	that's probably a good thing	i think that's probably a good thing.		i	sw4792_s15_2	sw4792_s15_503	0.200000000000003	1	0	0	12	3	10	1.783375	1.8475					
174116:29	believe	they suggested that judges should be doing the sentencing	i could, i couldn't believe they suggested that judges should be doing the sentencing.		i	sw4792_s33_10	sw4792_s33_511	0.269999999999996	2	0	0	24	6	12	2.246375	2.246375					
174134:39	know	we've got plenty of cases out there where people have been wrongly convicted --n401448 and things like that --n40145f	but i mean even now we've got, i know we've got plenty of cases out there where people have been wrongly convicted --n401448 and things like that --n40145f		i	sw4792_s45_13	sw4792_s45_515	0.160000000000011	1	0	0	37	2	21	3.736875	3.736875					
174408:111	think	we should be doing --n402348	uh, and, of course, the side effects of this is that you have --n4022d1 to have, uh, lunar mining bases and space stations and easy transport into space and no mumblex things that i think we should be doing --n402348.		i	sw4796_s51_40	sw4796_s51_533	0.209125	1	0	0	66	4	9	1.43387499999997	1.43387499999997					
174409:32	think	--n402506 would be good, you know, very, very good for al-, for everyone in the long run	so the side effects of doing that which i think --n402506 would be good, you know, very, very good for al-, for everyone in the long run is, uh, is it, some of the other things i'd like --n4025b9 to see --n4025c8 happen would happen also,		i	sw4796_s52_11	sw4796_s52_513	0.149999999999977	1	0	0	67	12	15	2.40475000000001	2.40475000000001					
174480:32	thinks	--n40377f happened	and, uh, unfortunately, that's not what i thinks --n40377f happened.		i	sw4796_s83_12	sw4796_s83_510	0.424000000000035	0	0	1.73824999999999	106	10	9	1.834	1.834					
174511:5	think	you're right	i think you're right.		i	sw4796_s97_2	sw4796_s97_503	0.187250000000006	1	0	0	62	2	4	0.76174999999995	0.76174999999995					
174526:10	think	first degree murder, uh, probably warrants it	well, i think first degree murder, uh, probably warrants it.		i	sw4801_s5_4	sw4801_s5_504	0.24	1	0	0	4	2	7	1.368625	1.368625					
174534:12	think	--n400363	selling, i think --n400363 should also.		i	sw4801_s10_4	sw4801_s10_506	0.609999999999999	1	0	0	4	4	7	2.33675	2.33675					
